GENEID,transcript count
ENSMUSG00000020673.15,1
ENSMUSG00000020674.18,7
ENSMUSG00000020677.8,2
ENSMUSG00000020679.12,3
ENSMUSG00000020680.16,5
ENSMUSG00000020681.15,4
ENSMUSG00000020682.18,5
ENSMUSG00000020684.15,4
ENSMUSG00000020686.13,2
ENSMUSG00000020687.14,5
ENSMUSG00000020689.5,2
ENSMUSG00000020690.13,2
ENSMUSG00000020691.14,5
ENSMUSG00000020692.15,5
ENSMUSG00000020694.18,10
ENSMUSG00000020695.15,3
ENSMUSG00000020696.19,7
ENSMUSG00000020697.17,12
ENSMUSG00000020698.12,2
ENSMUSG00000020700.12,1
ENSMUSG00000020701.13,2
ENSMUSG00000020703.4,1
ENSMUSG00000020704.14,2
ENSMUSG00000020705.7,1
ENSMUSG00000020706.14,2
ENSMUSG00000020707.7,2
ENSMUSG00000020708.13,2
ENSMUSG00000020709.16,2
ENSMUSG00000020712.12,1
ENSMUSG00000020713.7,1
ENSMUSG00000020715.10,3
ENSMUSG00000020716.17,9
ENSMUSG00000020717.20,6
ENSMUSG00000020718.13,5
ENSMUSG00000020719.15,9
ENSMUSG00000020720.14,3
ENSMUSG00000020721.17,6
ENSMUSG00000020722.6,1
ENSMUSG00000020723.4,2
ENSMUSG00000020728.18,15
ENSMUSG00000020732.14,3
ENSMUSG00000020733.4,1
ENSMUSG00000020734.14,2
ENSMUSG00000020736.13,5
ENSMUSG00000020737.13,4
ENSMUSG00000020738.17,7
ENSMUSG00000020739.12,7
ENSMUSG00000020740.14,11
ENSMUSG00000020741.18,3
ENSMUSG00000020743.16,10
ENSMUSG00000020744.14,11
ENSMUSG00000020745.16,5
ENSMUSG00000020747.19,4
ENSMUSG00000020752.12,5
ENSMUSG00000020755.10,4
ENSMUSG00000020758.16,7
ENSMUSG00000020766.5,1
ENSMUSG00000020770.14,4
ENSMUSG00000020773.12,3
ENSMUSG00000020774.10,6
ENSMUSG00000020775.14,4
ENSMUSG00000020776.19,10
ENSMUSG00000020777.17,7
ENSMUSG00000020778.13,3
ENSMUSG00000020780.16,4
ENSMUSG00000020781.15,6
ENSMUSG00000020782.19,5
ENSMUSG00000020783.15,3
ENSMUSG00000020785.18,3
ENSMUSG00000020788.16,5
ENSMUSG00000020790.15,4
ENSMUSG00000020792.16,10
ENSMUSG00000020794.14,3
ENSMUSG00000020798.15,2
ENSMUSG00000020799.17,3
ENSMUSG00000020801.9,2
ENSMUSG00000020802.9,2
ENSMUSG00000020803.4,2
ENSMUSG00000020805.15,6
ENSMUSG00000020806.16,2
ENSMUSG00000020807.16,8
ENSMUSG00000020808.4,1
ENSMUSG00000020810.6,1
ENSMUSG00000020811.17,6
ENSMUSG00000020812.20,19
ENSMUSG00000020814.14,3
ENSMUSG00000020817.17,8
ENSMUSG00000020818.17,11
ENSMUSG00000020821.18,5
ENSMUSG00000020823.17,6
ENSMUSG00000020826.10,1
ENSMUSG00000020827.19,13
ENSMUSG00000020828.14,4
ENSMUSG00000020829.10,3
ENSMUSG00000020830.4,1
ENSMUSG00000020831.19,14
ENSMUSG00000020832.15,2
ENSMUSG00000020834.18,3
ENSMUSG00000020836.16,6
ENSMUSG00000020838.13,1
ENSMUSG00000020839.17,3
ENSMUSG00000020840.11,5
ENSMUSG00000020841.6,3
ENSMUSG00000020843.16,3
ENSMUSG00000020844.7,2
ENSMUSG00000020846.7,1
ENSMUSG00000020847.16,2
ENSMUSG00000020848.8,1
ENSMUSG00000020849.14,5
ENSMUSG00000020850.15,4
ENSMUSG00000020857.12,2
ENSMUSG00000020859.17,11
ENSMUSG00000020863.16,10
ENSMUSG00000020864.14,5
ENSMUSG00000020865.17,5
ENSMUSG00000020866.18,15
ENSMUSG00000020867.14,2
ENSMUSG00000020868.16,5
ENSMUSG00000020869.9,2
ENSMUSG00000020870.8,2
ENSMUSG00000020871.9,2
ENSMUSG00000020872.5,1
ENSMUSG00000020873.16,4
ENSMUSG00000020876.15,5
ENSMUSG00000020877.12,2
ENSMUSG00000020878.7,1
ENSMUSG00000020882.18,7
ENSMUSG00000020883.19,5
ENSMUSG00000020884.16,5
ENSMUSG00000020886.18,21
ENSMUSG00000020887.4,1
ENSMUSG00000020888.17,7
ENSMUSG00000020889.12,2
ENSMUSG00000020890.12,3
ENSMUSG00000020891.12,3
ENSMUSG00000020892.11,5
ENSMUSG00000020893.18,6
ENSMUSG00000020894.17,5
ENSMUSG00000020895.15,8
ENSMUSG00000020897.13,4
ENSMUSG00000020898.19,9
ENSMUSG00000020899.17,4
ENSMUSG00000020900.16,10
ENSMUSG00000020901.14,3
ENSMUSG00000020902.13,2
ENSMUSG00000020903.14,6
ENSMUSG00000020904.12,3
ENSMUSG00000020905.12,2
ENSMUSG00000020907.2,1
ENSMUSG00000020908.15,3
ENSMUSG00000020910.17,6
ENSMUSG00000020911.15,1
ENSMUSG00000020912.5,1
ENSMUSG00000020913.4,2
ENSMUSG00000020914.18,4
ENSMUSG00000020916.9,1
ENSMUSG00000020917.18,7
ENSMUSG00000020918.15,4
ENSMUSG00000020919.12,2
ENSMUSG00000020921.7,3
ENSMUSG00000020922.12,5
ENSMUSG00000020923.18,12
ENSMUSG00000020925.17,5
ENSMUSG00000020926.17,5
ENSMUSG00000020928.15,3
ENSMUSG00000020929.15,13
ENSMUSG00000020930.10,2
ENSMUSG00000020932.15,3
ENSMUSG00000020935.9,5
ENSMUSG00000020936.9,3
ENSMUSG00000020937.15,4
ENSMUSG00000020940.14,4
ENSMUSG00000020941.8,2
ENSMUSG00000020945.14,2
ENSMUSG00000020946.14,3
ENSMUSG00000020948.10,2
ENSMUSG00000020949.10,12
ENSMUSG00000020950.11,4
ENSMUSG00000020952.11,7
ENSMUSG00000020953.18,2
ENSMUSG00000020954.17,3
ENSMUSG00000020955.10,2
ENSMUSG00000020956.15,2
ENSMUSG00000020961.16,4
ENSMUSG00000020962.15,3
ENSMUSG00000020964.15,10
ENSMUSG00000020973.8,1
ENSMUSG00000020974.7,4
ENSMUSG00000020978.11,4
ENSMUSG00000020982.10,10
ENSMUSG00000020986.14,4
ENSMUSG00000020988.10,3
ENSMUSG00000020990.6,2
ENSMUSG00000020992.6,3
ENSMUSG00000020993.10,10
ENSMUSG00000020994.6,4
ENSMUSG00000021000.18,20
ENSMUSG00000021003.11,7
ENSMUSG00000021007.15,9
ENSMUSG00000021009.16,6
ENSMUSG00000021010.10,3
ENSMUSG00000021012.17,13
ENSMUSG00000021013.17,7
ENSMUSG00000021018.9,4
ENSMUSG00000021022.10,3
ENSMUSG00000021023.15,6
ENSMUSG00000021024.15,4
ENSMUSG00000021025.9,2
ENSMUSG00000021027.18,12
ENSMUSG00000021028.9,3
ENSMUSG00000021032.14,3
ENSMUSG00000021033.12,5
ENSMUSG00000021036.11,4
ENSMUSG00000021037.8,5
ENSMUSG00000021038.18,6
ENSMUSG00000021039.10,3
ENSMUSG00000021040.16,4
ENSMUSG00000021044.16,5
ENSMUSG00000021047.8,4
ENSMUSG00000021048.8,7
ENSMUSG00000021051.11,5
ENSMUSG00000021054.7,2
ENSMUSG00000021057.16,3
ENSMUSG00000021061.16,2
ENSMUSG00000021062.16,8
ENSMUSG00000021065.17,7
ENSMUSG00000021066.10,5
ENSMUSG00000021067.9,2
ENSMUSG00000021068.18,17
ENSMUSG00000021069.18,2
ENSMUSG00000021070.7,1
ENSMUSG00000021071.18,12
ENSMUSG00000021072.13,2
ENSMUSG00000021076.7,7
ENSMUSG00000021078.6,3
ENSMUSG00000021079.17,11
ENSMUSG00000021086.6,1
ENSMUSG00000021087.19,6
ENSMUSG00000021090.17,8
ENSMUSG00000021091.9,1
ENSMUSG00000021094.11,4
ENSMUSG00000021096.12,6
ENSMUSG00000021097.16,7
ENSMUSG00000021098.15,9
ENSMUSG00000021101.3,2
ENSMUSG00000021102.5,3
ENSMUSG00000021103.13,3
ENSMUSG00000021108.19,4
ENSMUSG00000021109.14,5
ENSMUSG00000021111.16,19
ENSMUSG00000021112.10,4
ENSMUSG00000021113.6,5
ENSMUSG00000021114.10,2
ENSMUSG00000021115.16,6
ENSMUSG00000021116.11,3
ENSMUSG00000021118.8,1
ENSMUSG00000021120.12,3
ENSMUSG00000021123.13,3
ENSMUSG00000021124.14,4
ENSMUSG00000021125.7,1
ENSMUSG00000021127.8,4
ENSMUSG00000021130.9,5
ENSMUSG00000021131.15,5
ENSMUSG00000021133.10,3
ENSMUSG00000021134.18,12
ENSMUSG00000021136.14,3
ENSMUSG00000021139.18,6
ENSMUSG00000021140.10,6
ENSMUSG00000021143.11,5
ENSMUSG00000021144.15,6
ENSMUSG00000021147.18,17
ENSMUSG00000021149.9,5
ENSMUSG00000021156.18,26
ENSMUSG00000021171.9,8
ENSMUSG00000021175.16,3
ENSMUSG00000021176.7,7
ENSMUSG00000021177.17,7
ENSMUSG00000021178.10,4
ENSMUSG00000021179.9,3
ENSMUSG00000021180.10,7
ENSMUSG00000021182.17,7
ENSMUSG00000021185.17,8
ENSMUSG00000021186.10,3
ENSMUSG00000021188.15,6
ENSMUSG00000021189.12,4
ENSMUSG00000021190.15,3
ENSMUSG00000021192.17,3
ENSMUSG00000021193.11,5
ENSMUSG00000021194.7,3
ENSMUSG00000021196.15,13
ENSMUSG00000021198.17,8
ENSMUSG00000021200.15,3
ENSMUSG00000021203.16,5
ENSMUSG00000021208.10,1
ENSMUSG00000021209.13,4
ENSMUSG00000021211.5,1
ENSMUSG00000021213.13,1
ENSMUSG00000021214.15,2
ENSMUSG00000021215.16,4
ENSMUSG00000021217.8,2
ENSMUSG00000021218.11,9
ENSMUSG00000021219.17,21
ENSMUSG00000021221.16,7
ENSMUSG00000021222.10,6
ENSMUSG00000021223.14,3
ENSMUSG00000021224.16,10
ENSMUSG00000021226.8,1
ENSMUSG00000021228.16,2
ENSMUSG00000021234.10,4
ENSMUSG00000021235.14,7
ENSMUSG00000021236.17,7
ENSMUSG00000021238.12,5
ENSMUSG00000021239.13,2
ENSMUSG00000021240.7,9
ENSMUSG00000021241.8,9
ENSMUSG00000021242.10,3
ENSMUSG00000021243.15,3
ENSMUSG00000021244.16,8
ENSMUSG00000021245.16,5
ENSMUSG00000021248.10,4
ENSMUSG00000021250.14,4
ENSMUSG00000021252.12,5
ENSMUSG00000021253.8,1
ENSMUSG00000021254.10,5
ENSMUSG00000021255.18,2
ENSMUSG00000021256.6,1
ENSMUSG00000021257.15,5
ENSMUSG00000021258.11,3
ENSMUSG00000021259.6,3
ENSMUSG00000021260.9,2
ENSMUSG00000021262.16,7
ENSMUSG00000021263.12,3
ENSMUSG00000021264.13,2
ENSMUSG00000021265.4,2
ENSMUSG00000021266.17,6
ENSMUSG00000021268.19,64
ENSMUSG00000021270.14,7
ENSMUSG00000021271.6,3
ENSMUSG00000021273.12,5
ENSMUSG00000021275.17,4
ENSMUSG00000021276.11,11
ENSMUSG00000021277.17,5
ENSMUSG00000021278.8,2
ENSMUSG00000021279.6,6
ENSMUSG00000021280.10,6
ENSMUSG00000021281.16,9
ENSMUSG00000021282.18,13
ENSMUSG00000021285.16,4
ENSMUSG00000021286.9,5
ENSMUSG00000021287.13,6
ENSMUSG00000021288.20,11
ENSMUSG00000021290.7,5
ENSMUSG00000021294.8,1
ENSMUSG00000021301.10,10
ENSMUSG00000021302.11,11
ENSMUSG00000021303.15,3
ENSMUSG00000021306.12,4
ENSMUSG00000021311.10,4
ENSMUSG00000021313.17,13
ENSMUSG00000021314.14,6
ENSMUSG00000021318.16,3
ENSMUSG00000021319.8,3
ENSMUSG00000021322.9,1
ENSMUSG00000021326.14,5
ENSMUSG00000021327.20,8
ENSMUSG00000021337.9,2
ENSMUSG00000021338.18,7
ENSMUSG00000021339.5,3
ENSMUSG00000021340.14,2
ENSMUSG00000021342.15,3
ENSMUSG00000021356.11,2
ENSMUSG00000021357.15,6
ENSMUSG00000021359.17,8
ENSMUSG00000021360.17,5
ENSMUSG00000021361.8,1
ENSMUSG00000021363.15,6
ENSMUSG00000021364.17,2
ENSMUSG00000021365.16,4
ENSMUSG00000021366.9,5
ENSMUSG00000021367.9,1
ENSMUSG00000021368.16,10
ENSMUSG00000021371.6,3
ENSMUSG00000021373.17,4
ENSMUSG00000021374.11,6
ENSMUSG00000021375.12,7
ENSMUSG00000021376.12,8
ENSMUSG00000021377.16,7
ENSMUSG00000021379.3,1
ENSMUSG00000021384.15,5
ENSMUSG00000021385.11,3
ENSMUSG00000021388.15,2
ENSMUSG00000021390.7,1
ENSMUSG00000021391.11,2
ENSMUSG00000021392.9,8
ENSMUSG00000021395.12,2
ENSMUSG00000021396.6,1
ENSMUSG00000021400.9,3
ENSMUSG00000021404.13,1
ENSMUSG00000021408.16,3
ENSMUSG00000021411.17,3
ENSMUSG00000021413.10,9
ENSMUSG00000021414.9,3
ENSMUSG00000021416.12,1
ENSMUSG00000021417.16,13
ENSMUSG00000021418.16,4
ENSMUSG00000021420.14,11
ENSMUSG00000021423.7,2
ENSMUSG00000021427.11,4
ENSMUSG00000021428.10,10
ENSMUSG00000021431.16,6
ENSMUSG00000021432.16,8
ENSMUSG00000021448.9,4
ENSMUSG00000021451.17,11
ENSMUSG00000021453.3,2
ENSMUSG00000021457.15,2
ENSMUSG00000021458.18,27
ENSMUSG00000021460.18,8
ENSMUSG00000021461.18,14
ENSMUSG00000021464.16,2
ENSMUSG00000021466.13,8
ENSMUSG00000021468.9,2
ENSMUSG00000021469.10,2
ENSMUSG00000021470.20,8
ENSMUSG00000021474.10,3
ENSMUSG00000021476.10,5
ENSMUSG00000021477.10,7
ENSMUSG00000021478.7,3
ENSMUSG00000021481.12,13
ENSMUSG00000021482.11,5
ENSMUSG00000021483.9,8
ENSMUSG00000021484.9,4
ENSMUSG00000021485.15,3
ENSMUSG00000021486.8,2
ENSMUSG00000021488.9,9
ENSMUSG00000021490.12,2
ENSMUSG00000021492.16,2
ENSMUSG00000021493.16,9
ENSMUSG00000021494.10,5
ENSMUSG00000021495.11,5
ENSMUSG00000021496.13,2
ENSMUSG00000021497.11,2
ENSMUSG00000021500.18,4
ENSMUSG00000021501.5,3
ENSMUSG00000021504.15,4
ENSMUSG00000021508.12,2
ENSMUSG00000021509.6,1
ENSMUSG00000021510.12,2
ENSMUSG00000021514.19,5
ENSMUSG00000021518.5,5
ENSMUSG00000021519.12,12
ENSMUSG00000021520.5,2
ENSMUSG00000021532.12,8
ENSMUSG00000021534.9,2
ENSMUSG00000021536.8,1
ENSMUSG00000021537.10,8
ENSMUSG00000021539.10,2
ENSMUSG00000021540.17,5
ENSMUSG00000021541.15,8
ENSMUSG00000021545.6,2
ENSMUSG00000021546.19,33
ENSMUSG00000021548.11,7
ENSMUSG00000021549.15,10
ENSMUSG00000021550.7,1
ENSMUSG00000021552.8,5
ENSMUSG00000021553.15,1
ENSMUSG00000021555.16,15
ENSMUSG00000021556.13,4
ENSMUSG00000021557.16,22
ENSMUSG00000021559.15,7
ENSMUSG00000021565.17,3
ENSMUSG00000021567.16,4
ENSMUSG00000021569.11,2
ENSMUSG00000021572.10,6
ENSMUSG00000021573.16,2
ENSMUSG00000021575.17,1
ENSMUSG00000021576.7,4
ENSMUSG00000021577.15,9
ENSMUSG00000021578.18,6
ENSMUSG00000021579.5,1
ENSMUSG00000021583.8,2
ENSMUSG00000021585.11,9
ENSMUSG00000021587.6,2
ENSMUSG00000021589.14,4
ENSMUSG00000021590.8,3
ENSMUSG00000021591.9,4
ENSMUSG00000021592.19,3
ENSMUSG00000021594.12,2
ENSMUSG00000021595.19,6
ENSMUSG00000021596.18,7
ENSMUSG00000021597.17,7
ENSMUSG00000021598.10,5
ENSMUSG00000021600.6,1
ENSMUSG00000021604.16,2
ENSMUSG00000021606.9,4
ENSMUSG00000021607.10,3
ENSMUSG00000021608.16,6
ENSMUSG00000021610.9,2
ENSMUSG00000021611.10,2
ENSMUSG00000021613.10,1
ENSMUSG00000021614.17,7
ENSMUSG00000021615.14,4
ENSMUSG00000021619.7,3
ENSMUSG00000021620.5,1
ENSMUSG00000021621.16,4
ENSMUSG00000021622.4,1
ENSMUSG00000021624.10,3
ENSMUSG00000021629.11,5
ENSMUSG00000021631.9,1
ENSMUSG00000021635.15,4
ENSMUSG00000021636.16,4
ENSMUSG00000021638.13,4
ENSMUSG00000021639.18,11
ENSMUSG00000021640.7,3
ENSMUSG00000021643.16,5
ENSMUSG00000021645.17,7
ENSMUSG00000021646.10,5
ENSMUSG00000021647.8,2
ENSMUSG00000021650.8,1
ENSMUSG00000021660.15,5
ENSMUSG00000021661.17,7
ENSMUSG00000021662.12,5
ENSMUSG00000021665.10,2
ENSMUSG00000021666.17,12
ENSMUSG00000021668.16,10
ENSMUSG00000021669.16,6
ENSMUSG00000021670.15,8
ENSMUSG00000021671.10,4
ENSMUSG00000021675.5,1
ENSMUSG00000021676.11,6
ENSMUSG00000021678.10,1
ENSMUSG00000021680.9,2
ENSMUSG00000021681.9,2
ENSMUSG00000021684.18,14
ENSMUSG00000021686.7,5
ENSMUSG00000021687.15,4
ENSMUSG00000021690.11,2
ENSMUSG00000021692.10,4
ENSMUSG00000021693.21,6
ENSMUSG00000021694.19,7
ENSMUSG00000021696.10,2
ENSMUSG00000021697.13,1
ENSMUSG00000021699.18,19
ENSMUSG00000021700.11,5
ENSMUSG00000021701.9,5
ENSMUSG00000021702.8,1
ENSMUSG00000021703.10,1
ENSMUSG00000021704.9,2
ENSMUSG00000021706.15,3
ENSMUSG00000021707.6,1
ENSMUSG00000021708.19,2
ENSMUSG00000021709.15,7
ENSMUSG00000021710.12,6
ENSMUSG00000021711.18,5
ENSMUSG00000021712.16,3
ENSMUSG00000021713.10,3
ENSMUSG00000021714.16,2
ENSMUSG00000021715.13,2
ENSMUSG00000021716.15,4
ENSMUSG00000021718.6,1
ENSMUSG00000021719.10,1
ENSMUSG00000021720.12,5
ENSMUSG00000021721.6,1
ENSMUSG00000021725.10,6
ENSMUSG00000021728.9,5
ENSMUSG00000021730.9,2
ENSMUSG00000021731.11,1
ENSMUSG00000021732.15,1
ENSMUSG00000021733.12,23
ENSMUSG00000021737.5,5
ENSMUSG00000021738.6,7
ENSMUSG00000021741.5,1
ENSMUSG00000021743.7,3
ENSMUSG00000021747.13,2
ENSMUSG00000021748.10,7
ENSMUSG00000021750.17,4
ENSMUSG00000021752.15,2
ENSMUSG00000021754.18,4
ENSMUSG00000021756.13,8
ENSMUSG00000021758.15,2
ENSMUSG00000021759.15,2
ENSMUSG00000021760.6,2
ENSMUSG00000021763.18,2
ENSMUSG00000021764.9,6
ENSMUSG00000021765.10,5
ENSMUSG00000021767.20,13
ENSMUSG00000021768.16,8
ENSMUSG00000021770.12,3
ENSMUSG00000021771.15,10
ENSMUSG00000021772.16,7
ENSMUSG00000021773.12,4
ENSMUSG00000021774.14,5
ENSMUSG00000021775.12,4
ENSMUSG00000021779.20,7
ENSMUSG00000021782.15,8
ENSMUSG00000021785.9,6
ENSMUSG00000021786.14,4
ENSMUSG00000021791.8,1
ENSMUSG00000021792.16,10
ENSMUSG00000021794.17,4
ENSMUSG00000021796.16,4
ENSMUSG00000021798.15,6
ENSMUSG00000021799.10,2
ENSMUSG00000021803.11,1
ENSMUSG00000021806.5,2
ENSMUSG00000021807.7,1
ENSMUSG00000021809.11,16
ENSMUSG00000021810.4,4
ENSMUSG00000021811.8,3
ENSMUSG00000021814.18,8
ENSMUSG00000021815.5,1
ENSMUSG00000021816.12,5
ENSMUSG00000021819.12,11
ENSMUSG00000021820.19,17
ENSMUSG00000021822.4,2
ENSMUSG00000021823.11,2
ENSMUSG00000021824.14,7
ENSMUSG00000021830.15,12
ENSMUSG00000021831.10,4
ENSMUSG00000021832.9,7
ENSMUSG00000021835.16,1
ENSMUSG00000021838.18,7
ENSMUSG00000021840.18,5
ENSMUSG00000021843.18,26
ENSMUSG00000021846.11,8
ENSMUSG00000021848.17,8
ENSMUSG00000021852.15,5
ENSMUSG00000021866.16,4
ENSMUSG00000021868.8,3
ENSMUSG00000021870.18,14
ENSMUSG00000021871.20,1
ENSMUSG00000021872.9,1
ENSMUSG00000021876.16,2
ENSMUSG00000021877.13,7
ENSMUSG00000021879.14,2
ENSMUSG00000021880.8,3
ENSMUSG00000021884.19,11
ENSMUSG00000021890.7,2
ENSMUSG00000021891.9,8
ENSMUSG00000021892.15,4
ENSMUSG00000021893.15,4
ENSMUSG00000021895.11,4
ENSMUSG00000021898.17,5
ENSMUSG00000021900.11,1
ENSMUSG00000021901.11,7
ENSMUSG00000021902.8,6
ENSMUSG00000021903.12,2
ENSMUSG00000021904.7,1
ENSMUSG00000021905.15,7
ENSMUSG00000021906.15,8
ENSMUSG00000021908.11,1
ENSMUSG00000021910.16,23
ENSMUSG00000021911.17,8
ENSMUSG00000021913.9,2
ENSMUSG00000021916.17,8
ENSMUSG00000021917.17,7
ENSMUSG00000021918.11,8
ENSMUSG00000021919.9,6
ENSMUSG00000021922.18,5
ENSMUSG00000021928.10,3
ENSMUSG00000021929.10,2
ENSMUSG00000021930.15,2
ENSMUSG00000021932.14,3
ENSMUSG00000021933.12,2
ENSMUSG00000021936.15,10
ENSMUSG00000021938.13,4
ENSMUSG00000021939.9,3
ENSMUSG00000021940.11,2
ENSMUSG00000021943.8,1
ENSMUSG00000021944.16,2
ENSMUSG00000021945.10,7
ENSMUSG00000021947.12,4
ENSMUSG00000021948.18,13
ENSMUSG00000021950.16,1
ENSMUSG00000021951.8,3
ENSMUSG00000021952.17,9
ENSMUSG00000021953.15,1
ENSMUSG00000021957.8,8
ENSMUSG00000021958.6,2
ENSMUSG00000021959.17,5
ENSMUSG00000021962.10,16
ENSMUSG00000021963.18,6
ENSMUSG00000021965.4,3
ENSMUSG00000021966.8,1
ENSMUSG00000021967.5,2
ENSMUSG00000021969.9,5
ENSMUSG00000021972.15,9
ENSMUSG00000021973.10,3
ENSMUSG00000021974.16,4
ENSMUSG00000021975.10,4
ENSMUSG00000021978.10,3
ENSMUSG00000021981.11,5
ENSMUSG00000021982.15,8
ENSMUSG00000021983.17,4
ENSMUSG00000021986.10,4
ENSMUSG00000021987.10,4
ENSMUSG00000021990.17,5
ENSMUSG00000021991.10,9
ENSMUSG00000021993.11,5
ENSMUSG00000021994.16,3
ENSMUSG00000021996.17,11
ENSMUSG00000021997.5,1
ENSMUSG00000021998.17,8
ENSMUSG00000021999.10,2
ENSMUSG00000022000.12,4
ENSMUSG00000022003.8,4
ENSMUSG00000022008.5,1
ENSMUSG00000022009.2,1
ENSMUSG00000022010.20,15
ENSMUSG00000022012.10,6
ENSMUSG00000022013.5,3
ENSMUSG00000022014.16,3
ENSMUSG00000022016.18,4
ENSMUSG00000022018.8,1
ENSMUSG00000022019.17,6
ENSMUSG00000022020.16,5
ENSMUSG00000022021.15,6
ENSMUSG00000022022.4,2
ENSMUSG00000022023.7,4
ENSMUSG00000022024.11,5
ENSMUSG00000022025.14,3
ENSMUSG00000022031.7,3
ENSMUSG00000022032.15,1
ENSMUSG00000022033.10,1
ENSMUSG00000022034.11,1
ENSMUSG00000022035.7,3
ENSMUSG00000022037.16,9
ENSMUSG00000022039.7,2
ENSMUSG00000022040.9,3
ENSMUSG00000022041.11,2
ENSMUSG00000022043.20,3
ENSMUSG00000022044.15,9
ENSMUSG00000022048.9,1
ENSMUSG00000022051.16,6
ENSMUSG00000022052.10,5
ENSMUSG00000022053.14,4
ENSMUSG00000022054.12,2
ENSMUSG00000022055.8,1
ENSMUSG00000022061.9,1
ENSMUSG00000022064.11,8
ENSMUSG00000022066.17,5
ENSMUSG00000022070.8,5
ENSMUSG00000022074.7,3
ENSMUSG00000022075.8,4
ENSMUSG00000022076.11,1
ENSMUSG00000022085.5,1
ENSMUSG00000022089.10,5
ENSMUSG00000022090.11,5
ENSMUSG00000022091.7,4
ENSMUSG00000022092.12,3
ENSMUSG00000022094.16,7
ENSMUSG00000022095.10,1
ENSMUSG00000022096.15,4
ENSMUSG00000022097.5,2
ENSMUSG00000022098.11,7
ENSMUSG00000022099.18,10
ENSMUSG00000022100.15,6
ENSMUSG00000022101.7,1
ENSMUSG00000022102.14,1
ENSMUSG00000022103.11,3
ENSMUSG00000022105.7,5
ENSMUSG00000022106.15,25
ENSMUSG00000022108.9,5
ENSMUSG00000022109.7,2
ENSMUSG00000022110.14,6
ENSMUSG00000022111.10,4
ENSMUSG00000022112.15,4
ENSMUSG00000022114.6,1
ENSMUSG00000022116.8,1
ENSMUSG00000022119.16,5
ENSMUSG00000022120.5,3
ENSMUSG00000022122.16,3
ENSMUSG00000022123.10,2
ENSMUSG00000022124.16,7
ENSMUSG00000022125.8,2
ENSMUSG00000022129.5,1
ENSMUSG00000022130.11,4
ENSMUSG00000022131.4,1
ENSMUSG00000022132.16,3
ENSMUSG00000022136.9,1
ENSMUSG00000022139.18,9
ENSMUSG00000022141.8,1
ENSMUSG00000022142.9,4
ENSMUSG00000022144.5,1
ENSMUSG00000022146.13,4
ENSMUSG00000022148.17,2
ENSMUSG00000022150.17,8
ENSMUSG00000022151.17,4
ENSMUSG00000022155.10,1
ENSMUSG00000022159.17,6
ENSMUSG00000022160.19,14
ENSMUSG00000022174.9,2
ENSMUSG00000022175.10,3
ENSMUSG00000022176.12,3
ENSMUSG00000022177.10,2
ENSMUSG00000022178.12,2
ENSMUSG00000022179.6,1
ENSMUSG00000022180.8,2
ENSMUSG00000022184.9,3
ENSMUSG00000022185.20,26
ENSMUSG00000022186.15,5
ENSMUSG00000022187.3,1
ENSMUSG00000022191.17,7
ENSMUSG00000022193.8,2
ENSMUSG00000022194.16,9
ENSMUSG00000022195.8,5
ENSMUSG00000022197.17,5
ENSMUSG00000022199.13,12
ENSMUSG00000022200.9,5
ENSMUSG00000022201.17,10
ENSMUSG00000022203.8,2
ENSMUSG00000022204.10,1
ENSMUSG00000022205.16,4
ENSMUSG00000022206.8,5
ENSMUSG00000022208.13,4
ENSMUSG00000022209.13,1
ENSMUSG00000022210.8,8
ENSMUSG00000022211.10,10
ENSMUSG00000022212.16,7
ENSMUSG00000022214.16,16
ENSMUSG00000022215.7,1
ENSMUSG00000022216.18,12
ENSMUSG00000022217.15,4
ENSMUSG00000022219.11,2
ENSMUSG00000022220.15,3
ENSMUSG00000022221.15,4
ENSMUSG00000022223.10,17
ENSMUSG00000022225.8,2
ENSMUSG00000022228.15,2
ENSMUSG00000022229.4,1
ENSMUSG00000022231.11,8
ENSMUSG00000022234.16,5
ENSMUSG00000022235.16,4
ENSMUSG00000022236.11,1
ENSMUSG00000022237.18,5
ENSMUSG00000022240.11,12
ENSMUSG00000022241.7,4
ENSMUSG00000022243.11,1
ENSMUSG00000022244.8,1
ENSMUSG00000022245.16,3
ENSMUSG00000022246.15,5
ENSMUSG00000022247.13,2
ENSMUSG00000022248.15,5
ENSMUSG00000022253.18,5
ENSMUSG00000022255.17,11
ENSMUSG00000022257.5,2
ENSMUSG00000022261.7,1
ENSMUSG00000022262.9,1
ENSMUSG00000022263.11,14
ENSMUSG00000022265.8,2
ENSMUSG00000022269.14,4
ENSMUSG00000022270.17,6
ENSMUSG00000022272.18,8
ENSMUSG00000022280.10,3
ENSMUSG00000022283.16,10
ENSMUSG00000022285.18,9
ENSMUSG00000022286.17,3
ENSMUSG00000022288.2,1
ENSMUSG00000022292.17,8
ENSMUSG00000022295.9,7
ENSMUSG00000022296.11,3
ENSMUSG00000022297.16,4
ENSMUSG00000022299.10,4
ENSMUSG00000022300.11,3
ENSMUSG00000022304.14,2
ENSMUSG00000022305.14,2
ENSMUSG00000022306.10,4
ENSMUSG00000022307.17,16
ENSMUSG00000022309.10,2
ENSMUSG00000022311.16,7
ENSMUSG00000022312.12,4
ENSMUSG00000022313.11,4
ENSMUSG00000022314.11,2
ENSMUSG00000022315.4,1
ENSMUSG00000022321.16,6
