GENEID,transcript count
ENSMUSG00000040681.17,3
ENSMUSG00000040687.17,27
ENSMUSG00000040688.17,5
ENSMUSG00000040690.16,10
ENSMUSG00000040693.8,1
ENSMUSG00000040694.5,2
ENSMUSG00000040697.11,3
ENSMUSG00000040699.14,4
ENSMUSG00000040701.17,9
ENSMUSG00000040703.12,4
ENSMUSG00000040705.4,4
ENSMUSG00000040706.5,1
ENSMUSG00000040710.11,3
ENSMUSG00000040711.9,3
ENSMUSG00000040712.17,9
ENSMUSG00000040713.13,3
ENSMUSG00000040714.15,6
ENSMUSG00000040717.7,3
ENSMUSG00000040720.16,3
ENSMUSG00000040721.10,4
ENSMUSG00000040722.8,6
ENSMUSG00000040723.15,3
ENSMUSG00000040724.6,3
ENSMUSG00000040725.14,4
ENSMUSG00000040726.11,2
ENSMUSG00000040728.16,2
ENSMUSG00000040729.9,4
ENSMUSG00000040731.14,5
ENSMUSG00000040732.21,4
ENSMUSG00000040734.15,4
ENSMUSG00000040738.11,8
ENSMUSG00000040740.8,1
ENSMUSG00000040746.16,9
ENSMUSG00000040747.10,1
ENSMUSG00000040749.12,3
ENSMUSG00000040751.13,4
ENSMUSG00000040752.17,4
ENSMUSG00000040759.10,3
ENSMUSG00000040760.12,5
ENSMUSG00000040761.17,4
ENSMUSG00000040767.11,5
ENSMUSG00000040770.6,1
ENSMUSG00000040771.15,3
ENSMUSG00000040774.16,7
ENSMUSG00000040775.7,1
ENSMUSG00000040782.13,10
ENSMUSG00000040785.20,35
ENSMUSG00000040794.6,1
ENSMUSG00000040795.13,5
ENSMUSG00000040797.17,4
ENSMUSG00000040808.5,1
ENSMUSG00000040809.11,1
ENSMUSG00000040811.16,8
ENSMUSG00000040812.15,8
ENSMUSG00000040813.17,9
ENSMUSG00000040818.11,6
ENSMUSG00000040820.17,9
ENSMUSG00000040822.8,3
ENSMUSG00000040824.4,1
ENSMUSG00000040828.11,3
ENSMUSG00000040829.15,3
ENSMUSG00000040836.16,2
ENSMUSG00000040840.8,1
ENSMUSG00000040841.6,1
ENSMUSG00000040842.18,5
ENSMUSG00000040843.11,6
ENSMUSG00000040848.12,3
ENSMUSG00000040850.18,7
ENSMUSG00000040852.7,2
ENSMUSG00000040855.16,4
ENSMUSG00000040856.18,4
ENSMUSG00000040857.16,2
ENSMUSG00000040859.15,7
ENSMUSG00000040860.17,11
ENSMUSG00000040865.17,5
ENSMUSG00000040866.14,3
ENSMUSG00000040867.14,6
ENSMUSG00000040875.13,7
ENSMUSG00000040877.17,5
ENSMUSG00000040883.19,7
ENSMUSG00000040888.11,6
ENSMUSG00000040891.7,1
ENSMUSG00000040896.17,4
ENSMUSG00000040904.11,2
ENSMUSG00000040907.16,5
ENSMUSG00000040913.12,8
ENSMUSG00000040918.13,2
ENSMUSG00000040919.14,2
ENSMUSG00000040928.16,11
ENSMUSG00000040929.18,8
ENSMUSG00000040935.13,1
ENSMUSG00000040936.16,9
ENSMUSG00000040938.17,9
ENSMUSG00000040940.19,17
ENSMUSG00000040943.13,8
ENSMUSG00000040945.14,5
ENSMUSG00000040950.14,3
ENSMUSG00000040952.17,10
ENSMUSG00000040957.16,3
ENSMUSG00000040964.17,10
ENSMUSG00000040966.11,2
ENSMUSG00000040972.9,1
ENSMUSG00000040978.5,1
ENSMUSG00000040987.16,6
ENSMUSG00000040990.18,14
ENSMUSG00000040997.15,6
ENSMUSG00000040998.19,7
ENSMUSG00000041000.9,2
ENSMUSG00000041012.5,1
ENSMUSG00000041014.18,4
ENSMUSG00000041020.15,4
ENSMUSG00000041025.16,3
ENSMUSG00000041028.17,4
ENSMUSG00000041035.10,5
ENSMUSG00000041037.9,1
ENSMUSG00000041040.13,3
ENSMUSG00000041046.8,2
ENSMUSG00000041057.11,8
ENSMUSG00000041058.16,2
ENSMUSG00000041062.8,1
ENSMUSG00000041064.15,6
ENSMUSG00000041073.11,3
ENSMUSG00000041075.9,1
ENSMUSG00000041078.8,2
ENSMUSG00000041079.13,2
ENSMUSG00000041084.9,2
ENSMUSG00000041096.14,5
ENSMUSG00000041112.18,7
ENSMUSG00000041115.18,7
ENSMUSG00000041117.10,2
ENSMUSG00000041119.13,27
ENSMUSG00000041120.7,3
ENSMUSG00000041124.12,2
ENSMUSG00000041126.17,2
ENSMUSG00000041130.11,3
ENSMUSG00000041132.12,7
ENSMUSG00000041133.12,2
ENSMUSG00000041134.16,1
ENSMUSG00000041135.16,2
ENSMUSG00000041138.17,2
ENSMUSG00000041141.8,1
ENSMUSG00000041143.17,3
ENSMUSG00000041144.13,5
ENSMUSG00000041147.11,8
ENSMUSG00000041153.10,4
ENSMUSG00000041161.9,1
ENSMUSG00000041164.16,6
ENSMUSG00000041165.7,1
ENSMUSG00000041168.11,2
ENSMUSG00000041180.14,7
ENSMUSG00000041187.17,5
ENSMUSG00000041189.10,3
ENSMUSG00000041193.16,7
ENSMUSG00000041199.4,4
ENSMUSG00000041202.13,1
ENSMUSG00000041203.10,1
ENSMUSG00000041205.9,1
ENSMUSG00000041215.17,9
ENSMUSG00000041216.16,6
ENSMUSG00000041219.15,4
ENSMUSG00000041220.11,5
ENSMUSG00000041225.17,15
ENSMUSG00000041229.16,9
ENSMUSG00000041231.16,4
ENSMUSG00000041235.13,7
ENSMUSG00000041236.9,5
ENSMUSG00000041237.13,2
ENSMUSG00000041238.17,6
ENSMUSG00000041241.13,3
ENSMUSG00000041245.14,5
ENSMUSG00000041247.9,1
ENSMUSG00000041255.3,1
ENSMUSG00000041258.19,6
ENSMUSG00000041261.10,1
ENSMUSG00000041263.15,5
ENSMUSG00000041264.17,10
ENSMUSG00000041268.18,8
ENSMUSG00000041272.12,3
ENSMUSG00000041278.11,3
ENSMUSG00000041287.6,1
ENSMUSG00000041297.9,6
ENSMUSG00000041298.16,6
ENSMUSG00000041301.16,3
ENSMUSG00000041303.8,1
ENSMUSG00000041308.7,2
ENSMUSG00000041309.18,2
ENSMUSG00000041313.15,5
ENSMUSG00000041319.15,6
ENSMUSG00000041323.7,1
ENSMUSG00000041324.15,2
ENSMUSG00000041328.17,4
ENSMUSG00000041329.14,5
ENSMUSG00000041341.11,5
ENSMUSG00000041343.20,9
ENSMUSG00000041346.12,3
ENSMUSG00000041351.17,12
ENSMUSG00000041353.13,12
ENSMUSG00000041354.17,11
ENSMUSG00000041355.14,7
ENSMUSG00000041358.2,1
ENSMUSG00000041360.9,8
ENSMUSG00000041361.14,2
ENSMUSG00000041362.18,3
ENSMUSG00000041375.20,14
ENSMUSG00000041377.13,2
ENSMUSG00000041378.3,1
ENSMUSG00000041380.14,7
ENSMUSG00000041390.19,6
ENSMUSG00000041396.14,2
ENSMUSG00000041406.15,4
ENSMUSG00000041408.19,5
ENSMUSG00000041415.12,8
ENSMUSG00000041417.16,6
ENSMUSG00000041420.19,9
ENSMUSG00000041423.17,5
ENSMUSG00000041426.13,6
ENSMUSG00000041429.4,5
ENSMUSG00000041431.17,3
ENSMUSG00000041438.9,2
ENSMUSG00000041439.16,6
ENSMUSG00000041444.15,7
ENSMUSG00000041445.10,2
ENSMUSG00000041453.13,6
ENSMUSG00000041459.16,29
ENSMUSG00000041460.17,7
ENSMUSG00000041468.8,5
ENSMUSG00000041471.10,7
ENSMUSG00000041476.13,4
ENSMUSG00000041477.15,5
ENSMUSG00000041479.15,3
ENSMUSG00000041481.18,1
ENSMUSG00000041482.18,6
ENSMUSG00000041483.15,2
ENSMUSG00000041488.17,7
ENSMUSG00000041491.9,3
ENSMUSG00000041498.14,2
ENSMUSG00000041506.16,7
ENSMUSG00000041515.11,3
ENSMUSG00000041523.4,1
ENSMUSG00000041528.16,17
ENSMUSG00000041530.18,7
ENSMUSG00000041538.17,2
ENSMUSG00000041540.17,12
ENSMUSG00000041544.12,2
ENSMUSG00000041548.5,2
ENSMUSG00000041552.8,3
ENSMUSG00000041556.9,1
ENSMUSG00000041559.8,1
ENSMUSG00000041560.13,4
ENSMUSG00000041567.4,1
ENSMUSG00000041570.15,5
ENSMUSG00000041571.11,1
ENSMUSG00000041577.6,2
ENSMUSG00000041592.17,5
ENSMUSG00000041594.19,11
ENSMUSG00000041596.14,1
ENSMUSG00000041598.8,3
ENSMUSG00000041605.17,2
ENSMUSG00000041607.18,16
ENSMUSG00000041608.9,1
ENSMUSG00000041609.17,9
ENSMUSG00000041616.10,1
ENSMUSG00000041617.11,9
ENSMUSG00000041623.18,2
ENSMUSG00000041624.11,3
ENSMUSG00000041625.16,6
ENSMUSG00000041629.8,1
ENSMUSG00000041632.8,3
ENSMUSG00000041633.15,2
ENSMUSG00000041638.19,8
ENSMUSG00000041642.19,6
ENSMUSG00000041644.15,3
ENSMUSG00000041645.15,9
ENSMUSG00000041649.14,2
ENSMUSG00000041650.16,13
ENSMUSG00000041653.6,2
ENSMUSG00000041654.16,3
ENSMUSG00000041658.13,2
ENSMUSG00000041660.9,2
ENSMUSG00000041669.16,4
ENSMUSG00000041670.20,6
ENSMUSG00000041671.14,4
ENSMUSG00000041673.13,4
ENSMUSG00000041674.17,5
ENSMUSG00000041679.10,5
ENSMUSG00000041681.3,1
ENSMUSG00000041684.12,5
ENSMUSG00000041685.17,12
ENSMUSG00000041688.17,4
ENSMUSG00000041695.3,1
ENSMUSG00000041696.15,2
ENSMUSG00000041697.10,2
ENSMUSG00000041700.10,1
ENSMUSG00000041702.8,5
ENSMUSG00000041703.8,2
ENSMUSG00000041707.9,4
ENSMUSG00000041708.13,6
ENSMUSG00000041710.5,2
ENSMUSG00000041712.8,1
ENSMUSG00000041716.8,1
ENSMUSG00000041718.17,12
ENSMUSG00000041720.15,11
ENSMUSG00000041729.16,6
ENSMUSG00000041731.14,1
ENSMUSG00000041733.11,3
ENSMUSG00000041734.16,2
ENSMUSG00000041736.8,1
ENSMUSG00000041740.17,8
ENSMUSG00000041741.11,1
ENSMUSG00000041747.4,2
ENSMUSG00000041754.6,1
ENSMUSG00000041757.18,12
ENSMUSG00000041762.17,8
ENSMUSG00000041763.15,10
ENSMUSG00000041765.7,2
ENSMUSG00000041769.14,8
ENSMUSG00000041771.15,4
ENSMUSG00000041773.9,1
ENSMUSG00000041774.17,7
ENSMUSG00000041775.8,3
ENSMUSG00000041777.13,2
ENSMUSG00000041779.6,1
ENSMUSG00000041781.10,1
ENSMUSG00000041782.15,2
ENSMUSG00000041789.8,2
ENSMUSG00000041794.14,4
ENSMUSG00000041797.8,2
ENSMUSG00000041798.16,3
ENSMUSG00000041801.6,2
ENSMUSG00000041809.6,2
ENSMUSG00000041815.15,5
ENSMUSG00000041817.15,2
ENSMUSG00000041827.16,3
ENSMUSG00000041828.16,4
ENSMUSG00000041831.18,7
ENSMUSG00000041836.11,7
ENSMUSG00000041837.5,2
ENSMUSG00000041840.9,3
ENSMUSG00000041841.9,6
ENSMUSG00000041842.16,3
ENSMUSG00000041845.12,3
ENSMUSG00000041846.16,8
ENSMUSG00000041849.8,2
ENSMUSG00000041852.16,5
ENSMUSG00000041859.11,4
ENSMUSG00000041870.18,6
ENSMUSG00000041878.4,1
ENSMUSG00000041879.14,12
ENSMUSG00000041881.14,10
ENSMUSG00000041886.8,5
ENSMUSG00000041889.8,3
ENSMUSG00000041890.18,13
ENSMUSG00000041891.17,5
ENSMUSG00000041895.16,3
ENSMUSG00000041907.10,4
ENSMUSG00000041911.4,6
ENSMUSG00000041912.13,8
ENSMUSG00000041915.10,5
ENSMUSG00000041920.15,4
ENSMUSG00000041921.17,6
ENSMUSG00000041923.16,9
ENSMUSG00000041926.16,4
ENSMUSG00000041930.8,1
ENSMUSG00000041935.11,2
ENSMUSG00000041936.19,7
ENSMUSG00000041939.15,7
ENSMUSG00000041945.13,2
ENSMUSG00000041949.7,3
ENSMUSG00000041954.19,6
ENSMUSG00000041957.16,3
ENSMUSG00000041958.11,1
ENSMUSG00000041959.15,3
ENSMUSG00000041961.15,3
ENSMUSG00000041966.19,7
ENSMUSG00000041974.11,2
ENSMUSG00000041975.18,9
ENSMUSG00000041977.19,6
ENSMUSG00000041986.17,5
ENSMUSG00000041992.10,6
ENSMUSG00000041995.9,2
ENSMUSG00000041997.17,5
ENSMUSG00000042010.17,3
ENSMUSG00000042015.18,9
ENSMUSG00000042029.8,4
ENSMUSG00000042032.14,7
ENSMUSG00000042035.12,2
ENSMUSG00000042042.15,3
ENSMUSG00000042043.7,4
ENSMUSG00000042045.7,1
ENSMUSG00000042046.16,5
ENSMUSG00000042050.9,6
ENSMUSG00000042055.14,7
ENSMUSG00000042063.12,4
ENSMUSG00000042064.14,2
ENSMUSG00000042066.17,5
ENSMUSG00000042073.16,9
ENSMUSG00000042078.15,5
ENSMUSG00000042079.14,10
ENSMUSG00000042082.8,2
ENSMUSG00000042096.16,5
ENSMUSG00000042097.18,7
ENSMUSG00000042099.17,9
ENSMUSG00000042102.8,1
ENSMUSG00000042104.19,10
ENSMUSG00000042105.19,9
ENSMUSG00000042106.6,2
ENSMUSG00000042109.9,4
ENSMUSG00000042111.10,2
ENSMUSG00000042115.5,1
ENSMUSG00000042116.4,1
ENSMUSG00000042118.8,1
ENSMUSG00000042121.17,4
ENSMUSG00000042129.9,5
ENSMUSG00000042133.17,8
ENSMUSG00000042138.10,9
ENSMUSG00000042148.9,2
ENSMUSG00000042155.4,3
ENSMUSG00000042156.17,10
ENSMUSG00000042165.9,2
ENSMUSG00000042167.7,6
ENSMUSG00000042178.7,1
ENSMUSG00000042182.17,5
ENSMUSG00000042184.12,1
ENSMUSG00000042185.15,8
ENSMUSG00000042189.6,1
ENSMUSG00000042190.13,2
ENSMUSG00000042195.10,2
ENSMUSG00000042197.14,9
ENSMUSG00000042198.13,14
ENSMUSG00000042200.4,1
ENSMUSG00000042202.16,4
ENSMUSG00000042203.9,3
ENSMUSG00000042207.18,5
ENSMUSG00000042208.16,8
ENSMUSG00000042210.18,9
ENSMUSG00000042211.8,4
ENSMUSG00000042213.18,9
ENSMUSG00000042215.9,2
ENSMUSG00000042216.14,9
ENSMUSG00000042225.4,1
ENSMUSG00000042228.15,4
ENSMUSG00000042229.10,1
ENSMUSG00000042240.15,2
ENSMUSG00000042243.11,1
ENSMUSG00000042246.6,4
ENSMUSG00000042249.12,5
ENSMUSG00000042251.13,2
ENSMUSG00000042254.15,1
ENSMUSG00000042256.6,3
ENSMUSG00000042258.14,5
ENSMUSG00000042268.11,1
ENSMUSG00000042269.16,3
ENSMUSG00000042271.14,5
ENSMUSG00000042272.18,4
ENSMUSG00000042275.10,1
ENSMUSG00000042279.14,3
ENSMUSG00000042284.11,5
ENSMUSG00000042286.14,8
ENSMUSG00000042289.12,11
ENSMUSG00000042292.19,8
ENSMUSG00000042293.9,1
ENSMUSG00000042298.19,5
ENSMUSG00000042302.15,6
ENSMUSG00000042303.20,12
ENSMUSG00000042305.13,4
ENSMUSG00000042306.12,3
ENSMUSG00000042308.15,4
ENSMUSG00000042312.11,1
ENSMUSG00000042320.18,4
ENSMUSG00000042323.18,16
ENSMUSG00000042328.14,5
ENSMUSG00000042331.14,17
ENSMUSG00000042333.17,4
ENSMUSG00000042340.7,1
ENSMUSG00000042348.11,3
ENSMUSG00000042349.14,3
ENSMUSG00000042350.14,8
ENSMUSG00000042351.10,2
ENSMUSG00000042353.10,1
ENSMUSG00000042354.8,12
ENSMUSG00000042359.19,7
ENSMUSG00000042363.15,4
ENSMUSG00000042364.12,3
ENSMUSG00000042369.9,1
ENSMUSG00000042371.13,4
ENSMUSG00000042372.6,1
ENSMUSG00000042379.9,1
ENSMUSG00000042380.9,1
ENSMUSG00000042385.15,2
ENSMUSG00000042388.15,4
ENSMUSG00000042389.14,5
ENSMUSG00000042390.10,8
ENSMUSG00000042396.11,4
ENSMUSG00000042401.9,3
ENSMUSG00000042404.17,5
ENSMUSG00000042406.9,3
ENSMUSG00000042408.14,3
ENSMUSG00000042410.17,4
ENSMUSG00000042414.8,1
ENSMUSG00000042417.6,2
ENSMUSG00000042419.9,2
ENSMUSG00000042423.10,8
ENSMUSG00000042425.19,2
ENSMUSG00000042426.7,4
ENSMUSG00000042428.7,1
ENSMUSG00000042429.9,4
ENSMUSG00000042433.3,1
ENSMUSG00000042436.13,3
ENSMUSG00000042439.14,20
ENSMUSG00000042444.11,3
ENSMUSG00000042446.17,9
ENSMUSG00000042447.14,3
ENSMUSG00000042448.6,1
ENSMUSG00000042451.13,2
ENSMUSG00000042453.15,13
ENSMUSG00000042459.9,1
ENSMUSG00000042460.6,1
ENSMUSG00000042462.5,1
ENSMUSG00000042472.12,15
ENSMUSG00000042473.9,2
ENSMUSG00000042474.7,2
ENSMUSG00000042476.13,3
ENSMUSG00000042485.8,1
ENSMUSG00000042487.7,3
ENSMUSG00000042489.16,4
ENSMUSG00000042492.13,6
ENSMUSG00000042496.19,5
ENSMUSG00000042498.17,2
ENSMUSG00000042500.12,2
ENSMUSG00000042502.11,9
ENSMUSG00000042505.7,2
ENSMUSG00000042506.16,5
ENSMUSG00000042507.16,4
ENSMUSG00000042508.17,17
ENSMUSG00000042510.8,3
ENSMUSG00000042514.12,2
ENSMUSG00000042515.14,7
ENSMUSG00000042520.17,22
ENSMUSG00000042523.13,6
ENSMUSG00000042524.15,6
ENSMUSG00000042529.15,3
ENSMUSG00000042532.15,2
ENSMUSG00000042535.10,6
ENSMUSG00000042540.13,2
ENSMUSG00000042541.11,2
ENSMUSG00000042548.15,3
ENSMUSG00000042549.12,3
ENSMUSG00000042557.15,8
ENSMUSG00000042558.17,4
ENSMUSG00000042564.14,7
ENSMUSG00000042567.21,6
ENSMUSG00000042569.14,2
ENSMUSG00000042570.15,9
ENSMUSG00000042572.13,3
ENSMUSG00000042579.4,2
ENSMUSG00000042581.15,5
ENSMUSG00000042589.19,7
ENSMUSG00000042590.18,7
ENSMUSG00000042594.17,8
ENSMUSG00000042595.8,1
ENSMUSG00000042596.8,1
ENSMUSG00000042599.9,2
ENSMUSG00000042604.6,1
ENSMUSG00000042605.17,19
ENSMUSG00000042606.10,7
ENSMUSG00000042607.16,1
ENSMUSG00000042608.16,5
ENSMUSG00000042613.10,2
ENSMUSG00000042616.9,4
ENSMUSG00000042622.15,3
ENSMUSG00000042625.17,17
ENSMUSG00000042626.14,7
ENSMUSG00000042628.9,5
ENSMUSG00000042631.8,1
ENSMUSG00000042632.18,10
ENSMUSG00000042638.15,2
ENSMUSG00000042641.20,5
ENSMUSG00000042642.14,5
ENSMUSG00000042644.10,1
ENSMUSG00000042647.14,3
ENSMUSG00000042650.4,2
ENSMUSG00000042655.6,3
ENSMUSG00000042659.16,2
ENSMUSG00000042660.9,3
ENSMUSG00000042662.17,4
ENSMUSG00000042670.6,1
ENSMUSG00000042671.13,10
ENSMUSG00000042672.16,6
ENSMUSG00000042675.16,10
ENSMUSG00000042677.8,2
ENSMUSG00000042678.18,4
ENSMUSG00000042680.9,2
ENSMUSG00000042682.11,3
ENSMUSG00000042684.9,1
ENSMUSG00000042686.6,2
ENSMUSG00000042688.17,6
ENSMUSG00000042694.18,8
ENSMUSG00000042699.12,7
ENSMUSG00000042700.17,10
ENSMUSG00000042705.10,11
ENSMUSG00000042707.7,1
ENSMUSG00000042708.13,1
ENSMUSG00000042709.16,7
ENSMUSG00000042712.11,2
ENSMUSG00000042719.18,6
ENSMUSG00000042724.9,3
ENSMUSG00000042726.15,9
ENSMUSG00000042729.12,7
ENSMUSG00000042734.7,2
ENSMUSG00000042737.10,3
ENSMUSG00000042742.8,2
ENSMUSG00000042743.14,3
ENSMUSG00000042744.17,6
ENSMUSG00000042745.10,2
ENSMUSG00000042747.13,4
ENSMUSG00000042750.8,1
ENSMUSG00000042751.15,5
ENSMUSG00000042757.17,6
ENSMUSG00000042759.13,2
ENSMUSG00000042761.15,3
ENSMUSG00000042763.10,1
ENSMUSG00000042766.18,5
ENSMUSG00000042770.9,3
ENSMUSG00000042772.16,6
ENSMUSG00000042784.10,1
ENSMUSG00000042787.16,5
ENSMUSG00000042788.13,5
ENSMUSG00000042790.17,12
ENSMUSG00000042793.14,2
ENSMUSG00000042797.10,4
ENSMUSG00000042804.14,4
ENSMUSG00000042807.16,6
ENSMUSG00000042808.11,2
ENSMUSG00000042810.15,10
ENSMUSG00000042812.6,1
ENSMUSG00000042814.9,1
ENSMUSG00000042816.5,1
ENSMUSG00000042817.16,2
ENSMUSG00000042821.8,1
ENSMUSG00000042826.14,2
ENSMUSG00000042828.13,1
ENSMUSG00000042831.14,11
ENSMUSG00000042834.16,4
ENSMUSG00000042842.12,3
ENSMUSG00000042846.9,4
ENSMUSG00000042851.18,2
ENSMUSG00000042854.10,2
ENSMUSG00000042857.5,2
ENSMUSG00000042861.8,1
ENSMUSG00000042870.16,5
ENSMUSG00000042873.12,2
ENSMUSG00000042874.3,1
ENSMUSG00000042895.7,1
ENSMUSG00000042901.11,6
ENSMUSG00000042903.9,3
ENSMUSG00000042918.18,4
ENSMUSG00000042938.9,1
ENSMUSG00000042942.19,6
ENSMUSG00000042961.14,4
ENSMUSG00000042962.6,1
ENSMUSG00000042976.7,2
ENSMUSG00000042978.12,3
ENSMUSG00000042988.11,3
ENSMUSG00000042992.16,5
ENSMUSG00000042993.7,1
ENSMUSG00000042997.14,4
ENSMUSG00000043003.15,2
ENSMUSG00000043004.14,6
ENSMUSG00000043008.10,1
ENSMUSG00000043013.11,1
ENSMUSG00000043015.16,8
ENSMUSG00000043017.10,2
ENSMUSG00000043019.13,4
ENSMUSG00000043020.14,2
ENSMUSG00000043024.7,1
ENSMUSG00000043029.3,1
ENSMUSG00000043036.15,6
ENSMUSG00000043051.18,9
ENSMUSG00000043059.17,4
ENSMUSG00000043061.11,1
ENSMUSG00000043065.13,4
ENSMUSG00000043067.16,5
ENSMUSG00000043068.7,1
ENSMUSG00000043079.18,10
ENSMUSG00000043085.15,3
ENSMUSG00000043088.17,6
ENSMUSG00000043090.19,2
ENSMUSG00000043091.10,2
ENSMUSG00000043099.6,2
ENSMUSG00000043102.3,1
ENSMUSG00000043110.3,1
ENSMUSG00000043122.8,1
ENSMUSG00000043131.15,6
ENSMUSG00000043140.11,1
ENSMUSG00000043144.7,2
ENSMUSG00000043153.7,7
ENSMUSG00000043154.16,6
ENSMUSG00000043155.5,1
ENSMUSG00000043157.9,2
ENSMUSG00000043162.8,1
ENSMUSG00000043164.4,1
ENSMUSG00000043165.8,1
ENSMUSG00000043168.13,2
ENSMUSG00000043183.19,4
ENSMUSG00000043190.15,3
ENSMUSG00000043192.5,1
ENSMUSG00000043207.11,1
ENSMUSG00000043223.8,1
ENSMUSG00000043241.15,3
ENSMUSG00000043243.16,5
ENSMUSG00000043251.7,4
ENSMUSG00000043252.9,1
ENSMUSG00000043257.16,3
ENSMUSG00000043259.16,7
ENSMUSG00000043262.17,6
ENSMUSG00000043263.14,1
ENSMUSG00000043279.10,2
ENSMUSG00000043284.13,3
ENSMUSG00000043286.13,2
ENSMUSG00000043289.13,3
ENSMUSG00000043290.7,1
ENSMUSG00000043295.7,1
ENSMUSG00000043298.9,3
ENSMUSG00000043300.3,1
ENSMUSG00000043301.17,7
ENSMUSG00000043311.8,2
ENSMUSG00000043313.7,1
ENSMUSG00000043323.18,6
ENSMUSG00000043329.5,1
ENSMUSG00000043333.13,2
ENSMUSG00000043336.15,3
ENSMUSG00000043340.4,2
ENSMUSG00000043346.10,1
ENSMUSG00000043366.17,3
ENSMUSG00000043372.13,5
ENSMUSG00000043384.16,6
ENSMUSG00000043388.9,2
ENSMUSG00000043391.11,4
ENSMUSG00000043398.6,1
ENSMUSG00000043410.17,7
ENSMUSG00000043411.16,17
ENSMUSG00000043415.6,1
ENSMUSG00000043419.12,3
ENSMUSG00000043421.9,2
ENSMUSG00000043424.11,1
ENSMUSG00000043432.8,1
ENSMUSG00000043439.6,1
ENSMUSG00000043441.6,1
ENSMUSG00000043445.8,2
ENSMUSG00000043448.14,2
ENSMUSG00000043456.18,9
ENSMUSG00000043458.6,1
ENSMUSG00000043460.8,3
ENSMUSG00000043461.14,2
ENSMUSG00000043463.7,1
ENSMUSG00000043467.20,7
ENSMUSG00000043483.5,1
ENSMUSG00000043487.5,2
ENSMUSG00000043488.7,3
ENSMUSG00000043496.8,1
ENSMUSG00000043501.6,1
ENSMUSG00000043505.9,3
ENSMUSG00000043510.13,4
ENSMUSG00000043518.8,2
ENSMUSG00000043531.17,8
ENSMUSG00000043535.14,5
ENSMUSG00000043541.17,9
ENSMUSG00000043542.13,3
ENSMUSG00000043549.14,2
ENSMUSG00000043556.11,1
ENSMUSG00000043557.17,5
ENSMUSG00000043572.8,4
ENSMUSG00000043583.2,1
ENSMUSG00000043587.16,10
ENSMUSG00000043602.6,1
ENSMUSG00000043614.14,2
ENSMUSG00000043618.10,1
ENSMUSG00000043621.14,4
ENSMUSG00000043629.13,7
ENSMUSG00000043631.9,2
ENSMUSG00000043633.7,2
ENSMUSG00000043635.13,4
ENSMUSG00000043639.16,2
ENSMUSG00000043644.6,5
ENSMUSG00000043648.8,2
ENSMUSG00000043659.12,3
ENSMUSG00000043668.14,2
ENSMUSG00000043670.5,2
ENSMUSG00000043671.15,8
ENSMUSG00000043673.12,3
ENSMUSG00000043681.6,1
ENSMUSG00000043683.5,1
ENSMUSG00000043687.17,3
ENSMUSG00000043702.10,1
ENSMUSG00000043705.8,1
ENSMUSG00000043716.14,6
ENSMUSG00000043719.15,2
ENSMUSG00000043733.15,4
ENSMUSG00000043740.16,1
ENSMUSG00000043770.11,1
ENSMUSG00000043773.6,3
ENSMUSG00000043787.9,1
ENSMUSG00000043794.9,2
ENSMUSG00000043801.8,1
ENSMUSG00000043811.6,1
ENSMUSG00000043822.19,7
ENSMUSG00000043831.13,9
ENSMUSG00000043832.14,2
ENSMUSG00000043833.8,5
ENSMUSG00000043843.18,4
ENSMUSG00000043850.16,1
ENSMUSG00000043857.17,2
ENSMUSG00000043866.12,4
ENSMUSG00000043872.15,7
ENSMUSG00000043873.12,3
ENSMUSG00000043881.10,1
ENSMUSG00000043885.15,3
ENSMUSG00000043889.7,1
ENSMUSG00000043895.7,2
ENSMUSG00000043897.14,2
ENSMUSG00000043903.5,2
ENSMUSG00000043909.17,13
ENSMUSG00000043913.15,2
ENSMUSG00000043923.9,12
ENSMUSG00000043924.17,2
ENSMUSG00000043925.8,1
ENSMUSG00000043929.17,9
ENSMUSG00000043940.16,7
ENSMUSG00000043943.15,3
ENSMUSG00000043953.13,3
ENSMUSG00000043962.17,16
ENSMUSG00000043964.15,3
ENSMUSG00000043969.5,3
ENSMUSG00000043972.9,1
ENSMUSG00000043986.6,1
ENSMUSG00000043987.19,5
ENSMUSG00000043991.6,1
ENSMUSG00000043993.8,4
ENSMUSG00000043998.11,1
ENSMUSG00000043999.7,1
ENSMUSG00000044005.14,10
ENSMUSG00000044006.9,1
ENSMUSG00000044014.10,3
ENSMUSG00000044017.17,2
ENSMUSG00000044018.4,1
ENSMUSG00000044022.6,1
ENSMUSG00000044024.17,14
ENSMUSG00000044026.4,1
ENSMUSG00000044030.5,1
ENSMUSG00000044033.17,9
ENSMUSG00000044034.12,3
ENSMUSG00000044037.16,5
ENSMUSG00000044041.5,1
ENSMUSG00000044042.20,9
ENSMUSG00000044043.5,1
ENSMUSG00000044052.4,1
ENSMUSG00000044055.6,2
ENSMUSG00000044056.4,2
ENSMUSG00000044062.8,1
ENSMUSG00000044066.15,3
ENSMUSG00000044067.8,4
ENSMUSG00000044068.8,3
ENSMUSG00000044071.10,4
ENSMUSG00000044072.15,4
ENSMUSG00000044080.10,2
ENSMUSG00000044081.9,4
ENSMUSG00000044083.13,1
ENSMUSG00000044092.9,3
ENSMUSG00000044098.15,4
ENSMUSG00000044117.13,3
ENSMUSG00000044121.4,1
ENSMUSG00000044122.16,5
ENSMUSG00000044125.8,2
ENSMUSG00000044134.10,3
